Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Haiti,HTI,20.47001839,17.35963058,11.52544785,11.45179939,13.24982929,13.29859066,6.48909903,18.98472404,19.9673481,21.10729408,21.52135468,11.45126057,12.8886385,14.15662575,14.14128399,16.8411026,16.61520004,17.32343864,17.2068367,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Honduras,HND,79.45341492,66.93238068,70.08759308,74.86692047,74.75749207,95.07645416,114.36511993,124.15222931,128.48474121,147.85437012,141.65310669,155.14463806,140.40556335,148.9420929,140.43389893,133.72363281,143.98976135,139.71591187,145.84317017,..,..
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Hong Kong SAR, China"",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.."
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Hungary,HUN,552.75012207,602.69012451,715.09466553,877.57714844,877.13623047,957.37408447,1004.25518799,930.52966309,994.36450195,1017.57269287,1078.19384766,1139.25695801,1116.7175293,1173.95568848,1206.59350586,1243.82861328,1319.7244873,1376.07006836,1461.60998535,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Iceland,ISL,2148.66308594,2272.48339844,2532.7121582,2672.42456055,2745.96191406,2787.55981445,2867.25244141,2993.01391602,3137.17626953,3069.93920898,2696.51098633,2655.82470703,2704.84936523,2882.63330078,3035.61401367,3216.23046875,3516.96557617,3880.16748047,4211.85253906,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,India,IND,18.31166267,18.59248543,18.45058823,19.42176247,20.08998299,23.5806942,25.06604195,27.15185738,30.50902557,36.56899643,38.12127304,43.34692001,45.75095367,45.43449402,48.67473984,56.55024338,62.51927567,68.75731659,74.15726471,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Indonesia,IDN,27.63379669,40.54766464,37.07289124,47.35004807,46.16438675,48.50924683,59.04519653,78.01742554,73.78623962,77.21303558,63.08739471,70.90714264,82.35732269,92.72901917,113.76246643,136.01435852,164.14825439,163.80253601,185.06178284,..,..
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Iran, Islamic Rep."",IRN,192.32559204,215.18301392,217.37814331,257.12561035,251.39675903,278.93475342,331.44732666,332.834198,327.20272827,400.32385254,384.82745361,403.52935791,387.41046143,393.22418213,616.30834961,702.18774414,874.0690918,901.43572998,776.78900146,..,.."
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Iraq,IRQ,..,..,..,82.47961426,252.28822327,196.75035095,174.41717529,226.14253235,286.709198,359.23516846,307.51593018,286.05026245,154.5814209,184.94732666,165.48124695,116.73818207,123.88330841,302.51101685,344.60119629,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Ireland,IRL,1391.82116699,1647.9708252,1871.85998535,2016.77624512,2227.55200195,2467.72607422,2624.57617188,2929.77954102,3220.06713867,3377.08935547,3474.71826172,3481.73925781,3570.95825195,3522.65258789,3524.11816406,3659.04980469,3886.69921875,4088.2668457,4357.13720703,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Israel,ISR,1131.81835938,1199.15771484,1229.08862305,1124.88122559,1165.50036621,1125.203125,1167.86437988,1202.68395996,1219.54943848,1238.55310059,1319.828125,1383.5526123,1466.57373047,1597.35705566,1616.32312012,1677.43139648,1810.35961914,1971.61035156,2075.36279297,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Italy,ITA,1488.66833496,1619.72839355,1696.70581055,1726.46765137,1844.36779785,1950.23498535,2129.53857422,2158.28540039,2361.42407227,2429.91479492,2462.74316406,2473.59985352,2437.64550781,2436.44824219,2421.19604492,2430.70532227,2542.05761719,2633.90185547,2677.77490234,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Jamaica,JAM,201.39920044,155.91397095,184.57058716,143.57121277,179.50274658,167.72288513,158.41748047,218.65240479,243.71897888,233.46965027,239.25552368,251.19790649,227.33126831,246.92106628,259.42562866,305.94091797,317.74511719,364.89474487,363.08630371,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Japan,JPN,1535.38659668,1629.65917969,1693.49853516,1755.69091797,1858.97009277,1991.05786133,2066.02148438,2203.38476563,2307.49487305,2435.03833008,2615.04150391,3164.06762695,3347.46118164,3519.94384766,3545.01977539,3673.0246582,3617.47363281,3694.04516602,3787.11035156,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Jordan,JOR,248.59431458,273.20855713,292.37197876,281.61477661,255.3787384,356.06161499,343.98562622,417.00653076,489.47006226,595.39599609,513.62774658,512.43896484,464.75842285,405.73007202,430.19192505,368.25970459,321.27212524,335.92391968,362.80496216,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Kazakhstan,KAZ,167.40872192,180.27320862,196.8881073,229.40582275,290.66952515,355.34371948,366.75946045,314.48028564,414.71694946,490.0447998,364.55136108,393.59597778,464.94354248,440.2699585,531.27453613,481.54251099,515.41967773,500.21298218,476.81665039,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Kenya,KEN,24.63921738,26.99457741,28.87491226,29.31085587,29.16942024,32.40979385,30.35285378,34.56923676,36.16220474,37.57301331,42.26848602,45.1309433,47.49652481,50.94005966,58.55108261,62.97704315,68.70540619,67.21442413,75.50148773,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Kiribati,KIR,132.31474304,186.06558228,185.46247864,169.99925232,198.14324951,193.83155823,168.5246582,165.36108398,184.29104614,150.2386322,144.27952576,142.09301758,140.54756165,149.62739563,157.55549622,143.77793884,163.98324585,181.56277466,212.25886536,..,..
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Korea, Dem. People’s Rep."",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.."
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Korea, Rep."",KOR,361.04428101,484.29641724,499.84005737,542.81005859,587.09338379,656.49475098,776.95788574,869.85766602,923.08569336,1013.57922363,1114.85974121,1148.72045898,1190.03466797,1239.50622559,1314.63415527,1451.89782715,1580.91210938,1696.32653809,1878.6048584,..,.."
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Kuwait,KWT,1070.91601563,1638.41540527,1637.25170898,1761.80114746,1660.50817871,1585.95947266,1615.35986328,1532.69177246,1359.42053223,2671.97338867,1722.76379395,1760.05566406,1754.92211914,1714.26342773,2107.95385742,2533.81762695,2525.28149414,3283.44458008,3230.2980957,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Kyrgyz Republic,KGZ,35.07473373,35.12930679,39.31079865,43.5660553,49.12160873,81.60144043,95.18188477,76.81523132,78.60587311,96.48521423,93.78028107,107.79725647,123.00559235,127.30721283,92.14238739,93.60730743,89.17243195,87.7728653,111.33498383,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Lao PDR,LAO,25.29269028,29.7209816,25.31151962,28.92795753,22.71999359,28.05610847,22.21926117,21.32263184,20.10850906,48.35968399,26.25918961,16.85724831,21.24026108,37.5379715,38.90324783,52.49076462,49.51702118,61.6855545,64.66712189,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Latvia,LVA,220.46191406,252.67007446,286.70004272,300.17422485,424.89526367,449.8085022,553.65576172,608.93133545,655.08740234,613.70996094,643.19567871,694.58111572,691.5925293,730.80743408,773.44348145,824.9375,910.78393555,974.33660889,1132.08105469,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Lebanon,LBN,269.00280762,293.16268921,259.60736084,247.34587097,270.14590454,271.71173096,343.71990967,381.44436646,371.50411987,364.11923218,423.70928955,493.99313354,542.04229736,501.29702759,512.52459717,484.64819336,513.40637207,557.00054932,543.15856934,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Lesotho,LSO,39.37525177,51.5487709,45.81088638,45.92290878,48.71739197,39.7350502,55.61952209,95.28153992,94.88047028,108.67779541,108.6420517,131.41259766,146.11204529,156.60314941,177.8480835,168.45729065,164.73886108,178.50390625,179.41157532,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Liberia,LBR,319.20535278,411.2258606,336.51385498,230.52601624,300.61154175,273.59719849,363.83190918,481.11132813,858.72564697,685.32159424,605.5211792,1235.32128906,777.47851563,350.20758057,904.08544922,1323.77209473,1659.43994141,2044.47094727,3180.73803711,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Libya,LBY,290.93505859,380.28710938,558.21405029,524.93347168,468.76022339,389.33599854,411.77612305,437.24856567,420.43643188,653.35321045,668.24786377,391.82263184,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Lithuania,LTU,350.95327759,396.67791748,467.34024048,551.54998779,446.48956299,492.67874146,597.17236328,719.72460938,918.29840088,953.03216553,959.66864014,1035.86401367,1027.34350586,1068.54797363,1157.69470215,1230.22949219,1314.54064941,1396.15405273,1523.44165039,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Luxembourg,LUX,2736.24902344,3027.74047852,3340.12084961,3535.51245117,4003.5859375,4158.36816406,4415.15332031,4505.65527344,5018.22851563,5282.38964844,5222.85644531,4802.06298828,4328.38134766,4483.34765625,4696.76416016,4687.27441406,4792.08691406,4976.98583984,5135.88037109,..,..
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Macao SAR, China"",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.."
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Madagascar,MDG,28.28403473,31.76488304,26.38134766,32.7080307,35.06759262,32.55416489,33.10177231,30.28383636,23.70337677,19.76765251,29.5684967,26.79803276,24.30316353,21.55511475,29.60994911,34.20198441,41.71887207,40.73636627,28.25439072,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Malawi,MWI,17.4323082,13.55946732,9.21615505,11.67507362,8.99906731,11.4596653,10.78403187,9.18658257,18.23830223,14.93431759,16.82255936,17.81489372,14.9204874,24.05677414,26.65574265,32.77709198,33.81321335,37.08317184,34.51488113,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Malaysia,MYS,165.78440857,191.89909363,203.49082947,238.82673645,246.30406189,235.97596741,309.21725464,321.11535645,331.06384277,365.8600769,350.85388184,390.30209351,436.88671875,466.16641235,532.54302979,551.65356445,533.84039307,578.05975342,611.02868652,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Maldives,MDV,256.7805481,184.51394653,186.54701233,191.69438171,218.35784912,244.61541748,309.38113403,442.19515991,787.13708496,650.98242188,526.85864258,459.12890625,525.97485352,560.64343262,668.11773682,848.79760742,1034.53027344,962.78662109,1018.78302002,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Mali,MLI,15.04099941,14.03125477,15.01816368,20.65309525,23.4616375,21.95382118,20.08639336,16.81834412,12.51471615,11.85478592,12.29010773,11.3492651,7.62058115,15.19348812,17.6053524,18.87396812,25.77654839,27.63694382,25.398283,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Malta,MLT,869.29071045,893.76000977,1066.99462891,1156.57275391,1209.00280762,1339.86694336,1406.73071289,1369.99389648,1355.66149902,1376.32214355,1476.55053711,1582.27038574,1673.10913086,1868.93994141,1945.46826172,2052.57421875,2232.05224609,2447.63305664,2473.93896484,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Marshall Islands,MHL,238.46076965,210.60128784,175.11550903,162.34077454,180.10299683,156.14971924,121.52506256,215.10418701,161.72746277,163.01513672,146.20570374,190.53213501,194.92463684,224.13677979,199.57731628,227.23548889,249.80064392,233.5899353,294.06271362,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Mauritania,MRT,14.57025909,16.80931091,26.66788101,24.20014,22.98708534,30.34320641,28.5681076,33.25634766,38.59991837,36.88981247,31.859272,34.1975975,42.10628128,53.01057816,61.36283493,71.50283813,64.68976593,68.65532684,68.21751404,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Mauritius,MUS,145.51983643,156.73217773,172.55044556,183.07469177,210.74305725,206.86987305,203.32595825,200.00152588,201.82594299,237.95549011,316.25259399,293.73706055,331.76165771,358.82202148,479.05593872,480.16766357,533.14080811,548.3939209,595.74902344,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Mexico,MEX,223.1025238,234.75941467,242.215271,277.15222168,312.71258545,312.00775146,334.43145752,361.07559204,390.51620483,416.46426392,443.58465576,483.41433716,517.31140137,544.59191895,541.00543213,562.6842041,552.63653564,552.20635986,533.73724365,..,..
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Micronesia, Fed. Sts."",FSM,43.46803284,47.5258255,45.12350082,58.04912186,63.96274185,77.32815552,78.7169342,75.51108551,90.70105743,68.87349701,74.78084564,103.76839447,87.13991547,90.59637451,107.29190063,107.67169189,117.57472992,110.39258575,108.9882431,..,.."
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Moldova,MDA,66.10903931,69.56393433,94.46251678,93.19003296,170.2688446,179.52572632,200.38749695,230.64541626,237.85017395,249.27568054,215.37414551,212.77354431,225.29124451,228.540802,256.9961853,236.98144531,236.13838196,243.62417603,271.24172974,..,..
